original_index,review,sentiment
378,STELLA MAKASIH BANGEEEETTTT,satisfied
379,Cacat,dissapointed
380,Semua fitur berfungsi baik Berfungsi dengan baik,satisfied
381,Mantaapp Toko Amanah Bangettt. ...  Puas. .... Belanja  Di Doeess. ..    Atmin Nya Bales pertanyaan Kita Juga . . Memuaskan. .  B 5 dehh pokok nya,satisfied
382,"Bisa kirim Instant, cepet, dan harga bagus",satisfied
383,"barang sudah sampai, terima kasih, tinggal di test",neutral
384,Kamera bagus sesuai dengan harga buat gaya thanks doss semiga sukses selalu,satisfied
385,"Semua fitur berfungsi baik Berfungsi dengan baik. ringan, sgt membantu krn ringkes banget.",satisfied
386,Kualitas bahan mantap 👍 Berfungsi dengan baik Dijamin Termurah,satisfied
387,Mantap sesuai. Fast resp dan pengiriman oke,satisfied
388,pelayanan terbaik,satisfied
389,Very cool cameras from very affordable price. To Bali came very fast,satisfied
390,makasih mantap,satisfied
391,baik banget adminnya. sukses teruss,satisfied
392,"build quality solid, focusing nya terlalu ringan dan sangat disayangkan hood nya tidak bisa ngelock jadi gampang lepas",dissapointed
393,"Barang bagus, sesuai. Cuma ternyata kartu garansi sdh terisi pembelian bulan Desember 2023. Sudah diselesaikan dengan baik oleh tim DOSS.",satisfied
394,packing tebal barang berfungsi dng baik pengiriman cepat sampe,satisfied
395,Doss selalu puas ya. Mantap! Selalu rekomendasi Doss!,satisfied
396,produk original. seller fast respons,satisfied
397,"Barang original, pengiriman cepat, staff doss sangan helpfull.",satisfied
398,Bagus,satisfied
399,Semua fitur berfungsi baik seller keren bintang 5 paasti,satisfied
400,Josss,satisfied
401,Semua fitur berfungsi baik,satisfied
402,"barang mantap berfungsi dengan baik, pengiriman cepat Suaranya jernih Barangnya original 👍 Desainnya modern 😍 Material premium Baterai tahan lama Noise cancellation man... ",satisfied
403,MAS MARYO GA ADA OBAAAT🔥🔥🔥,neutral
404,Intinya Cepat sampai. barang masih tersegel 100% bagusss,satisfied
405,gojeknya minta tambahan ongkir buat parkir padahal sudah include di ongkir tokped ya.. sblmnya beli dsni gak diminta tambahan..,dissapointed
406,"bagus produknya, sangat membantu",satisfied
407,The Best,satisfied
408,pelayanan oke,satisfied
409,Mantap. Thanks!,satisfied
410,pelayanan khas doss no kaleng2 mantap lah pokoknya,satisfied
411,"Packing rapi dan Pengiriman cepat, Barang berkualitas pastinya, Recomended Seller",satisfied
412,"barang bagus, compatible dengan fx30 😊",satisfied
413,Pengiriman cepat. Baterai berfungsi dengan baik ketika dicoba di kamera. Charger-nya juga berfungsi dengan baik. Paket dikemas dengan rapi dan aman.,satisfied
414,"alhamdulillah barang sampai dengan selamat, packingnya rapi, semoga awet,",satisfied
415,"alhamdulillah barang sampai dengan selamat, tidak ada lecet, dan pengiriman cepat, sales juga ramah, semoga jaya trus",satisfied
416,"Doss as always, trusted.",satisfied
417,packing aman barang joss penjual fastrespon,satisfied
418,Mantap,satisfied
419,"mantap, pengiriman cepat",satisfied
420,"Respon seller baik, pengiriman cepat. Produkmelebihi ekspektasi. Cocok buat clamp action cam beserta sticknya",satisfied
421,sat set,satisfied
422,Recommended,satisfied
423,Recommended,satisfied
424,sesuai pesanan Berfungsi dengan baik. original smallrig,satisfied
425,Barang sesuai dengan deskripsi. Jos pokoknya,satisfied
426,Butuh baterai Sony NP-F untuk bisa dipakai,neutral
427,Barang sudah sampai dengan selamat..udh biasa beli di doss..top markotop..❤️,satisfied
428,respond cepat dan jelas dan barang bagus good 👍,satisfied
429,"Beli untuk ke 2 kalinya  dengan tipe yang sama..sangat puas belanja di DOSS,pelayanan sangat ramah apalagi ditambah voucher diskon yang lumayan 😁 mau beli lensa lagi tap... ",satisfied
430,"mantap seller responsive sekaliii, bonus smallrig nya juga dapet, toppp!😍",satisfied
431,"belum dicoba, semoga awet",neutral
432,"Seller komunikatif, pelayanan cepat dan responsif, pengiriman cepat, harga terbaik, packing aman dan rapi. Very very recommended swller",satisfied
433,"Packing sangat aman dan rapih. Kameranya, lensanya, printilan2 yang lainnya jugaa aman sesuai alhamdulillah🫶🏻🫶🏻",satisfied
434,toko langganan kamera terbaik,satisfied
435,Mantap banget. Cepat dan tepat waktunya.,satisfied
436,Produk sesuai deskripsi Semua fitur berfungsi baik wow diluar ekspetasi fiturnya sesuai,satisfied
437,"barang bagus, dan masih segel.",satisfied
438,packing aman sentosa,satisfied
439,Jossss,satisfied
440,"Recommend this light device. Small, powerful, easy to use. But when you’re using 100% can hear a bit noise. Will wait Free mount in August",satisfied
441,kokoh tripodnya semoga awet yaaaah makasih dos,satisfied
442,"perfect, cek in tokopedia check out di toko .",satisfied
443,King hybrid camera,satisfied
444,Produk sesuai,satisfied
445,Sesuai dengn pesanan.. kualitas sangat baik,satisfied
446,Produk sudah saya terima dan berfungsi dengan baik.,satisfied
447,Produk sudah saya terima dan berfungsi dengan baik.,satisfied
448,Produk sudah saya terima dan berfungsi dengan baik.,satisfied
449,barang bagus dan pengiriman cepat,satisfied
450,brang dijamin original dan barang 100% new... pusa sekali,satisfied
451,Pelayanan tidak di ragukan lagi. Packingnya bagus banget. Semua nya menyala.Terimakasih Doss,satisfied
452,"barang sesuai deskripsi, pengiriman cepat",satisfied
453,Mantep gercep barang bagus,satisfied
454,Puas lensanya manteppp. Rekomen banget,satisfied
455,"barang cakep, pengiriman cepat, mantul pokoke",satisfied
456,thumbs up,satisfied
457,"Layanan cepat barang sesuai, mantap",satisfied
458,"Kaakk makasi, pengirimannya cepet banget dan pengemasannya baik, kakanya juga responsif banget dan membantu, baik di wa atau di marketplace, makasih banyak yaahh",satisfied
459,"packing aman, barang oke, semoga awet mantap",satisfied
460,"packing aman, barang oke, semoga awet mantap",satisfied
461,"Barang berfungsi dengan baik, pelayanannya ramah dan informatif. Ditunggu item free (ML-GB Bowens Adapter for ML 100Bi) di awal Agustus, yang belum dikirim karena belum ters... ",satisfied
462,"paketnya cepat sampainyaa,harga masih tergolong terjangkau jugaa di toko ini",satisfied
463,Barang asli. Pengiriman cepat dan packing aman.,satisfied
464,Barang bagus dan berfungsi dengan baik. Pnjual juga bagus pelayanannya. Thank you,satisfied
465,"barung bagus berkualitas, sudah sangat terpercaya belanja di DOSS",satisfied
466,"packingnya oke banget, pengiriman cepat dan sangat rekom",satisfied
467,"pengiriman cepat, packingnya tebal, pokoknya oke banget, sangat rekom",satisfied
468,Gokss Mantappp,satisfied
469,pengiriman cepat dan packing aman. makasih,satisfied
470,"anti spy hanya kiri kanan, atas bawah tetap terlihat.",dissapointed
471,udah lama pake TG dari sini biasa sering kebanting aman2 terus. baru kali ini jatoh sekali langsung retak belum ada seminggu,dissapointed
472,"presisi banget 🤗🤗🤗, kualitas oke dijamin kokohh 👍🏻👍🏻",satisfied
473,barang sesuai spek dam deskripsi,satisfied
474,"ini kedua kalinya saya beli, semoga awet",neutral
475,Kalo charge pake ini layar HP jadi glitchy padahal grounding rumah bagus. Pake charger lain nggak masalah.,dissapointed
476,Mantap,satisfied
477,Ga pernah gagal selalu oke pesan dsni langganan dari dulu,satisfied
478,"mantap,pengiriman cepat, packing rapi",satisfied
479,"harga murah lagi promo sesuai diskripsi ,pngerfrinnya lancar,hp jadi bersih dan kinclong,masangnya mudah",satisfied
480,gampang lepas kacanya,dissapointed
481,bagus,satisfied
482,baguss,satisfied
483,bagus cukup buas.,satisfied
484,Kualitas bagus dan cepat nyampainya,satisfied
485,"Produk dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan presisi di HP. Terima kasih.",satisfied
486,"Produk dikirim dengan dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan saat dipasang presisi di HP. Terima kasih.",satisfied
487,"barang original, dikemas dengan baik dan dikirim dengan cepat. produk ini overall selain asli bagus, apalagi privacy matte brgnya bagus dan keren. Semoga sudah ada perbaikan... ",satisfied
488,"barang ori dan sesuai pesanan, dikemas baik dan dikirim dengan cepat. saya suka pake hydrogel copper ini pemasangannya mudah, kualitasnya bagus saya udah ke brp kali nya bel... ",satisfied
489,Oke,neutral
490,benar-benar nutupin full layar,satisfied
491,good quality,satisfied
492,Lem tidak merekat sama sekali tidak berguna!,dissapointed
493,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.packing produk sangat baik. sangat rekomendasi untuk beli aksesoris HP.",satisfied
494,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.packing produk sangat baik. sangat rekomendasi untuk beli aksesoris HP. ",satisfied
495,mantap jaya,satisfied
496,"barang bagus, sayang di bagian earpiece tidak sesuai",satisfied
497,oke,satisfied
498,sip,satisfied
499,"Terima Kasih Seller, barang yang dikirim sesuai pesanan.. packingnya mantap, rapi dan aman…🙏🙏🙏",satisfied
500,"Terima Kasih Seller, barang yang dikirim sesuai pesanan.. packingnya mantap, rapi dan aman…🙏🙏🙏",satisfied
501,pengiriman cepat Dan packing aman... makasih,satisfied
502,"anti spy hanya kiri kanan, atas bawah tetap terlihat.",dissapointed
503,udah lama pake TG dari sini biasa sering kebanting aman2 terus. baru kali ini jatoh sekali langsung retak belum ada seminggu,dissapointed
504,"presisi banget 🤗🤗🤗, kualitas oke dijamin kokohh 👍🏻👍🏻",satisfied
505,barang sesuai spek dam deskripsi,satisfied
506,"ini kedua kali saya beli, semoga awet",satisfied
507,Kalo charge pake ini layar HP jadi glitchy padahal grounding rumah bagus. Pake charger lain nggak masalah.,dissapointed
508,Mantap,satisfied
509,Ga pernah gagal selalu oke pesan disni langganan dari dulu,satisfied
510,"mantap,pengiriman cepat packing rapi",satisfied
511,"harga murah lagi promo sesuai diskripsi ,pngerfrinnya lancar,hp jadi bersih dan kinclong,masangnya mudah",satisfied
512,gampang lepas kacanya,dissapointed
513,bagus,satisfied
514,baguss,satisfied
515,bagus cukup buas.,satisfied
516,Kualitas bagus dan cepat nyampainya,satisfied
517,"Produk dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan presisi di HP. Terima kasih.",satisfied
518,"Produk dikirim dg dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan saat dipasang presisi di HP. Terima kasih.",satisfied
519,"barang original, dikemas dengan baik dan dikirim dengan cepat. produk ini overall selain asli bagus, apalagi privacy matte brgnya bagus dan keren. Semoga sudah ada perbaikan... ",satisfied
520,"barang ori dan sesuai pesanan, dikemas baik dan dikirim dengan cepat. saya suka pake hydrogel copper ini pemasangannya mudah, kualitasnya bagus saya udah ke brp kali nya bel... ",satisfied
521,Oke,neutral
522,benar² nutupin full layar,satisfied
523,good quality,satisfied
524,Lem tidak merekat sama sekali tidak berguna!,dissapointed
525,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.packing produk sangat baiksangat rekomendasi untuk beli aksesoris HP ",satisfied
526,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.packing produk sangat baiksangat rekomendasi untuk beli aksesoris HP at... ",satisfied
527,mantap jaya,satisfied
528,"barang bagus, sayang di bagian earpiece tidak sesuai",dissapointed
529,oke,neutral
530,sip,neutral
531,"bagus, tpi sayang kalo pake flash jadi pucat",satisfied
532,belum dicoba tapi berharap bagus dan awet. makasiii,neutral
533,kurang suka list hitam ditepi tempered glass nya. selebihnya oke.,dissapointed
534,"Oke sip, selalu pakai copper kualitas bagus harga hemat",satisfied
535,"Oke sip, selalu pakai copper kualitas bagus harga hemat",satisfied
536,"barang sampai dengan cepat dan baik, muat banyak hal",satisfied
537,benaran fast charging ni.. semoga awet original ni barangnya,satisfied
538,good,satisfied
539,"Setelah pemakaian kurang lebih 1 bulan, cover di pinggir layar mulai berkurang daya rekatnya. Akhirnya dilepas karena gatel lihatnya.",dissapointed
540,mantap,satisfied
541,"Mesennya kemarin, besoknya udh sampe aja paketnya ♥️🔥🔥Barangnya bagus, licin.. cuma aga kurang presisi pas bagian kameranya (salahku pas masang ga presisi 🗣️🤣). Over... ",satisfied
542,terimakasih,neutral
543,"tas nya melebihi ekspektasi awal, sangat bagus utk harga segini, trims",satisfied
544,baru di cas sekali langsung panas dan rusak,dissapointed
545,kurang pas di telinga,dissapointed
546,"kualitas kurang, bahkan rusak....kelebihan harga murah",dissapointed
547,Repeat Order ke sekian kaliPelayanan selalu fast ResponKualitas… bagus 👍🏼👍🏼👍🏼,satisfied
548,Repeat Order ke sekian kaliPelayanan selalu fast ResponKualitas… bagus 👍🏼👍🏼👍🏼,satisfied
549,untuk service luar biasa lah selalu copper. tapi untuk produk tidak fit untuk y28. semoga diperbaiki,neutral
550,"Packing sangat bagus, fast respond and great service. pokoknya Juara lah servicenya. sukses terus buat seller",satisfied
551,"Packing sangat bagus, fast respond and great service. pokoknya Juara lah servicenya. sukses terus buat seller",satisfied
552,good job,satisfied
553,pesanan diproses cepat dan langsung kirim.,satisfied
554,"barang sangat bagus, tempered glass nya anti lecet tapi finger print magnet. wajar sih.",satisfied
555,sudah 2 kali beli disini..  semoga pelayanannya ttep bagus 👍,satisfied
556,bagus 👍.,satisfied
557,"Sesuai pesanan, terima kasih. TG presisi pas utk ipad air2. Paking berlapis menjadi aman selama dalam kurir ⭐⭐⭐⭐⭐",satisfied
558,"Barangnya berkualitas.. dan bergaransi bila error / rusak saat dicoba.. rekomendasi deh.. Funfact FYI pembelian produk ini disponsori oleh 3D Building, Jasa Desain dan Ce... ",satisfied
559,"Barangnya berkualitas.. dan bergaransi bila error saat dicoba.. rekomendasi deh.. Fyi pembelian produk ini disponsori oleh 3D Building, Jasa Desain dan Cetak 3D Printing... ",satisfied
560,Kualitas bagus. Pas di Realme C53. Pengiriman lancarrr.,satisfied
561,"Sesuai diskripsi, suaranya bagus, packing rapi dan aman pakai bubble wrap",satisfied
562,"Sesuai diskripsi, suaranya bagus, packing rapi dan aman pakai bubble wrap",satisfied
563,"Case ini sangat melindungi iPad saya dengan baik! Desainnya elegan, pas, dan kualitas materialnya premium. Sangat direkomendasikan",satisfied
564,"Case ini sempurna untuk Galaxy Tab S9! Ringan, stylish, dan sangat kokoh. Tidak menyesal membeli bundling ini. Worth it!",satisfied
565,mantap se,satisfied
566,"Udah beli kedua kalinya best price to value, benaran privacy ga bisa diluat dari samping mantap",satisfied
567,belum dicoba semoga barangnya bagus dan awet,neutral
568,terima kasih banyak barang nyah sudah sampai. barang bagus .pasang nyah mudah kualitas sesuai harga,satisfied
569,lumayan luas dalemnya.belom dicoba buat naro mouse.semoga muat 3 mouse per tas.,neutral
570,tengkyu tengkyu tengkyuu,satisfied
571,"Oke sih cuma tidak fast charging di ZTE Nubia Neo 2 5G, tidak ada iconnya. Kecepatan charge lumayan mendekati charger asli karena sama2 33 watt saja mungkin.Saran utk ad... ",satisfied
572,Sesuai deskripsiCepat sampaiPacking rapiFast respon,satisfied
573,"Ukuran compact untuk kapasitas 10000mAh. Fast Charging berfungsi untuk HP Samsung (bukan Super Fast Charging). Minus : kualitas kabel USB jelek, tidak berfungsi dengan ba... ",satisfied
